temperature,pressure,humidity,x_acceleration,y_acceleration,z_acceleration,x_rotation,y_rotation,z_rotation,lux,gas_concentration
32.22000122,100020.5469,62.91210938,0.248996973,0.114921682,10.38365269,-0.090597242,-0.032241959,-0.016787136,72.265625,9.377289377
32.22999954,100021.0469,62.94824219,0.141257897,0.069431849,10.42914295,-0.082603365,-0.002797856,-0.013056661,45.8984375,9.255189255
32.24000168,100019.0781,62.94824219,0.112527482,0.105344877,10.51772785,-0.082603365,-0.003996937,-0.013589587,52.734375,9.377289377
32.24000168,100022.7734,62.92675781,0.107739076,0.124498487,10.50096893,-0.085001536,-0.003863706,-0.014655436,54.6875,9.377289377
32.22000122,100022.625,62.91210938,0.081402861,0.079008654,10.44590187,-0.08313629,-0.004396631,-0.016254211,51.7578125,9.377289377
32.20000076,100020.3125,62.93261719,0.064643443,0.107739076,10.47463226,-0.08233691,-0.006261868,-0.014388974,52.734375,9.377289377
32.20999908,100018.0156,62.95605469,0.138863698,0.098162271,10.46266174,-0.079405814,-0.004529862,-0.012523737,50.78125,9.474969475
32.20999908,100018.125,62.95605469,0.076614454,0.045489833,10.50096893,-0.082736596,-0.003863706,-0.014255743,50.78125,9.426129426
32.22000122,100021.3594,62.9453125,0.081402861,0.071826048,10.46026707,-0.081803977,-0.0042634,-0.014655436,51.7578125,9.499389499
32.22000122,100018.9922,62.95898438,0.093373865,0.081402861,10.57040024,-0.081537522,-0.005595712,-0.015454824,51.7578125,9.352869353
32.22000122,100019.9766,62.9453125,0.150834709,0.110133275,10.41956615,-0.081004597,-0.002931087,-0.01385605,56.640625,9.523809524
32.22000122,100020.9844,62.93554688,0.081402861,0.081402861,10.47223854,-0.085934147,-0.009592649,-0.01398928,58.59375,9.621489621
32.22999954,100019.3125,62.91210938,0.105344877,0.117315881,10.46745014,-0.081271052,-0.001598775,-0.01398928,64.453125,9.597069597
32.22999954,100020.6953,62.93652344,0.059855044,0.107739076,10.45069027,-0.080604896,0.000666156,-0.014522205,66.40625,9.719169719
32.24000168,100021.8516,62.97167969,0.201112941,0.086191259,10.42674828,-0.079272583,-0.0042634,-0.01398928,74.21875,9.743589744
32.25,100019.9219,62.96191406,0.110133275,0.067037649,10.55124664,-0.081404284,-0.002797856,-0.013456355,66.40625,9.621489621
32.25999832,100024.0156,62.95117188,0.050278235,0.129286885,10.46266174,-0.083535992,-0.003064318,-0.016920367,70.3125,9.621489621
32.25999832,100022.2266,62.92871094,0.129286885,0.052672438,10.51293945,-0.081803977,0.000532925,-0.01505513,72.265625,9.645909646
32.25999832,100021.5938,62.92773438,0.064643443,0.126892686,10.52730465,-0.082203679,-0.004929556,-0.014655436,72.265625,9.621489621
32.25999832,100020.6719,62.94042969,0.129286885,0.124498487,10.41717148,-0.081004597,-0.000133231,-0.013456355,72.265625,9.67032967
32.25999832,100024.0156,62.90429688,0.031124622,0.134075299,10.51293945,-0.083402753,-0.003330781,-0.014921899,74.21875,9.694749695
32.25,100023.2031,62.84570313,0.1316811,0.141257897,10.44350815,-0.082603365,-0.003996937,-0.015321592,76.171875,9.719169719
32.25,100022.0547,62.85742188,0.107739076,0.112527482,10.62307262,-0.081404284,-0.003996937,-0.011990812,68.359375,9.67032967
32.25,100021.8828,62.83496094,0.067037649,0.143652096,10.44350815,-0.084068909,-0.002264931,-0.012656967,89.84375,9.694749695
32.25999832,100024.5625,62.84765625,0.098162271,0.076614454,10.46505547,-0.085001536,-0.003996937,-0.015188362,64.453125,9.621489621
32.27000046,100022.9531,62.86035156,0.098162271,0.155623108,10.47942066,-0.081803977,-0.001465544,-0.015588055,62.50000381,9.67032967
32.25999832,100021.7969,62.859375,0.155623108,0.136469498,10.52730465,-0.081271052,-0.003730475,-0.014655436,58.59375,9.621489621
32.25999832,100021.3594,62.8828125,0.064643443,0.035913024,10.49618053,-0.085401222,-0.005462481,-0.015188362,56.640625,9.548229548
32.25999832,100020.5,62.8828125,0.124498487,0.088585466,10.46266174,-0.081271052,-0.005329249,-0.015188362,58.59375,9.645909646
32.25999832,100018.8281,62.90429688,0.150834709,0.174776718,10.56082344,-0.086467072,0.001465544,-0.015188362,55.6640625,9.645909646
32.25999832,100023.3203,62.91601563,0.126892686,0.067037649,10.45069027,-0.085534461,-0.0021317,-0.015987748,51.7578125,9.645909646
32.25,100022.2813,62.93945313,0.067037649,0.105344877,10.53927612,-0.080871366,-0.002531394,-0.016920367,50.78125,9.548229548
32.25,100021.8203,62.92773438,0.150834709,0.1316811,10.49139214,-0.083402753,-0.001332312,-0.018385911,54.6875,9.645909646
32.25,100021.7109,62.93945313,0.107739076,0.059855044,10.58955383,-0.079272583,-0.001865237,-0.012124043,54.6875,9.719169719
32.25,100022.75,62.93847656,0.095768064,0.098162271,10.57518864,-0.081937209,-0.007460949,-0.016920367,52.734375,9.719169719
32.20000076,100020.3125,63.00292969,0.062249243,0.124498487,10.52251625,-0.081404284,-0.001865237,-0.015454824,62.50000381,9.694749695
32.20000076,100019.6563,63.09570313,0.057460841,0.090979666,10.46026707,-0.081937209,-0.005062787,-0.015588055,74.21875,9.743589744
32.20999908,100016.9219,63.00292969,0.124498487,0.10055647,10.57279491,-0.083003066,-0.000932619,-0.01398928,70.3125,9.694749695
32.20999908,100022.7422,63.06054688,0.107739076,0.134075299,10.49378586,-0.084202148,-0.004130168,-0.014522205,70.3125,9.597069597
32.22999954,100020.5234,62.95898438,0.146046311,0.086191259,10.46505547,-0.081137821,-0.003064318,-0.014255743,72.265625,9.768009768
32.24000168,100021.1016,62.90136719,0.069431849,0.124498487,10.52969933,-0.08020521,-0.002398162,-0.015188362,74.21875,9.768009768
32.24000168,100020.9609,62.89160156,0.162805721,0.150834709,10.43153667,-0.083535992,-0.003597243,-0.013589587,70.3125,9.719169719
32.25,100021.5313,62.86914063,0.059855044,0.074220255,10.47702694,-0.084335379,-0.003996937,-0.014655436,62.50000381,9.768009768
32.25999832,100024.2188,62.8828125,0.14844051,0.141257897,10.51054573,-0.081937209,-0.002398162,-0.015454824,74.21875,9.768009768
32.27000046,100022.4297,62.90722656,0.134075299,0.069431849,10.54406452,-0.08233691,-0.002264931,-0.014921899,74.21875,9.768009768
32.27000046,100022.2031,62.87207031,0.081402861,0.165199921,10.46984386,-0.08233691,-0.003730475,-0.01398928,70.3125,9.768009768
32.27000046,100023.0625,62.84960938,0.071826048,0.055066638,10.53209305,-0.082869835,-0.004529862,-0.014788668,73.2421875,9.768009768
32.27000046,100023.4063,62.82714844,0.119710088,0.129286885,10.50575733,-0.080738127,-0.004529862,-0.015188362,71.2890625,9.768009768
32.27999878,100023.5313,62.78027344,0.134075299,0.04070143,10.51772785,-0.081937209,0.000266462,-0.013056661,66.40625,9.768009768
32.27000046,100022.7188,62.81542969,0.035913024,0.095768064,10.48420906,-0.08313629,-0.005728943,-0.018785605,67.3828125,9.768009768
32.27000046,100020.8125,62.84960938,0.136469498,0.098162271,10.52969933,-0.082470134,-0.004663093,-0.015454824,61.5234375,9.841269841
32.27000046,100023.5313,62.88378906,0.107739076,0.119710088,10.47463226,-0.081670754,-0.002664625,-0.014788668,58.59375,9.768009768
32.25999832,100023.0938,62.84765625,0.098162271,0.10295067,10.57758331,-0.081670754,-0.004396631,-0.014921899,56.640625,9.768009768
32.27000046,100022.375,62.82519531,0.067037649,0.079008654,10.47942066,-0.083535992,-0.0021317,-0.013589587,55.6640625,9.89010989
32.27000046,100023.5781,62.82519531,0.112527482,0.150834709,10.47942066,-0.082203679,-0.001598775,-0.013456355,52.734375,9.719169719
32.27000046,100023.2344,62.81542969,0.174776718,0.074220255,10.51054573,-0.084468603,-0.001465544,-0.01612098,47.8515625,9.768009768
32.27999878,100023.7578,62.78027344,0.122104287,0.112527482,10.46745014,-0.08513476,-0.006661562,-0.013056661,59.5703125,9.816849817
32.29999924,100022.0,62.74804688,0.14844051,0.126892686,10.57758331,-0.080471672,-0.00106585,-0.01185758,66.40625,9.768009768
32.31000137,100022.8906,62.703125,0.050278235,0.107739076,10.47463226,-0.084335379,-0.004396631,-0.016920367,67.3828125,9.816849817
32.33000183,100023.0391,62.65917969,0.095768064,0.141257897,10.48899746,-0.082603365,-0.0021317,-0.015588055,68.359375,9.792429792
32.33000183,100023.2109,62.60058594,0.02873042,0.067037649,10.47223854,-0.085401222,-0.002664625,-0.01292343,72.265625,9.816849817
32.33000183,100025.9219,62.61230469,0.169988319,0.162805721,10.47463226,-0.079405814,-0.004529862,-0.013323124,74.21875,9.841269841
32.33000183,100025.6953,62.61230469,0.10055647,0.105344877,10.52730465,-0.085667685,-0.002531394,-0.015721286,74.21875,9.768009768
32.31999969,100024.9688,62.61132813,0.150834709,0.062249243,10.48420906,-0.081137821,-0.002264931,-0.015987748,72.265625,9.816849817
